Gene	Endotype	is_seed
NR2F2	10	0
NRDC	10	0
NRXN3	10	0
NSRP1	10	1
NT5E	10	1
NTRK1	10	1
NXF1	10	0
OS9	10	0
OSBPL8	10	0
OTOF	10	0
OTUB1	10	0
OXNAD1	10	0
OXT	10	1
P2RX2	10	1
P2RX4	10	1
P2RX7	10	1
PABPC1	10	0
PARP1	10	0
PARS2	10	0
PARVA	10	0
PATL2	10	1
PBX2	10	0
PBX3	10	0
PCDHA4	10	0
PCLAF	10	0
PCMT1	10	0
PCNA	10	0
PCSK1	10	0
PCSK6	10	1
PDE5A	10	0
PDXDC1	10	0
PDYN	10	1
PDZD3	10	0
PDZD8	10	0
PENK	10	1
PER1	10	1
PEX5	10	0
PGM2L1	10	0
PGRMC1	10	0
PHACTR1	10	1
PHB	10	0
PHB2	10	0
PIGA	10	0
PIGU	10	0
PIN1	10	0
PIP5K1A	10	1
PIP5KL1	10	0
PJA2	10	1
PKD2	10	0
PKP3	10	0
PLCL1	10	1
PLK2	10	1
PLSCR1	10	0
PML	10	0
PMP22	10	1
PNLIPRP1	10	0
PNPLA2	10	0
POLD3	10	1
POLD4	10	1
POLE	10	1
POLR1C	10	1
PON1	10	1
PON3	10	0
POR	10	1
POTEH	10	0
POU3F2	10	0
POU3F3	10	0
PPIB	10	0
PPM1J	10	0
PPP1CA	10	0
PPP1R12C	10	0
PPP1R16A	10	0
PPP3R2	10	0
PRDM16	10	1
PRICKLE1	10	0
PRKAA2	10	1
PRKCSH	10	0
PRKDC	10	0
PRR20A	10	0
PRR20E	10	0
PRXL2A	10	0
PSEN1	10	0
PSEN2	10	0
PTAFR	10	1
PTEN	10	0
PTGER4	10	1
PTGES	10	1
PTRH2	10	0
PUDP	10	0
PXMP2	10	0
RAB5C	10	0
RAG1	10	1
RAG2	10	1
RANGRF	10	0
RB1	10	0
RBM33	10	0
RCE1	10	0
RDX	10	0
REL	10	0
REM1	10	0
RETN	10	1
RHBDD1	10	0
RHBDD3	10	0
RIMBP3	10	0
RIPK4	10	0
RNASE2	10	0
RNF123	10	1
RNF144B	10	1
RNF181	10	0
RNF2	10	0
RNF213	10	1
RNF31	10	0
RNF4	10	0
RPL23	10	0
RRBP1	10	0
RSPRY1	10	0
RSU1	10	1
RTN4	10	0
RUVBL1	10	0
S1PR5	10	0
SCGB1D1	10	0
SCN11A	10	1
SCN1A	10	1
SCN1B	10	0
SCN2B	10	1
SCN8A	10	0
SCN9A	10	1
SDCBP	10	0
SEC61A1	10	0
SELENBP1	10	0
SERINC5	10	0
SERPINB3	10	0
SERPINB4	10	0
SERPINB7	10	0
SESN2	10	1
SETDB2	10	0
SF1	10	0
SFRP1	10	1
SFXN5	10	0
SGCB	10	0
SH3BGRL	10	0
SHMT1	10	1
SHOX	10	0
SIAH1	10	0
SIDT2	10	0
SIGMAR1	10	1
SINHCAF	10	0
SLAMF1	10	0
SLC11A2	10	1
SLC12A2	10	1
SLC12A6	10	1
SLC12A7	10	0
SLC17A6	10	1
SLC22A18	10	0
SLC25A16	10	0
SLC25A28	10	0
SLC25A3	10	1
SLC25A39	10	0
SLC25A46	10	0
SLC25A5	10	0
SLC27A6	10	1
SLC29A1	10	0
SLC30A5	10	0
SLC35A3	10	0
SLC39A1	10	0
SLC39A4	10	0
SLC39A8	10	1
SLC40A1	10	0
SLC43A2	10	0
SLC47A1	10	0
SLC4A8	10	0
SLC5A2	10	0
SLC6A4	10	1
SLC6A8	10	0
SLC6A9	10	0
SMAD2	10	0
SMAD3	10	1
SMAD4	10	1
SMAD5	10	0
SMAD9	10	0
SMG6	10	1
SMPD2	10	0
SMURF1	10	0
SNCG	10	0
SNF8	10	0
SNW1	10	0
SNX14	10	0
SOD2	10	1
SORCS3	10	1
SOSTDC1	10	0
SOX1	10	0
SOX2	10	0
SOX5	10	1
SP1	10	0
SP4	10	1
SPATA19	10	0
SPCS1	10	0
SPDEF	10	0
SPG7	10	0
SPHK2	10	1
SPPL3	10	0
SPTLC2	10	0
SQSTM1	10	0
SRD5A1	10	1
SRPK1	10	0
SRPK2	10	0
SRR	10	1
SSPN	10	0
ST7L	10	0
ST8SIA1	10	1
ST8SIA4	10	0
STAG1	10	1
STARD3	10	0
STC2	10	0
STIM1	10	0
STIP1	10	0
STK39	10	1
STRAP	10	0
STUB1	10	0
SUGCT	10	1
SULT1A4	10	0
SUMO1	10	0
SUMO2	10	0
SUSD2	10	0
SVEP1	10	1
SYNCRIP	10	0
SYT9	10	0
TAAR1	10	1
TACC3	10	1
TBC1D22B	10	0
TCF4	10	0
TCOF1	10	0
TCTN3	10	0
TDGF1	10	0
TENT5B	10	0
TERF2IP	10	0
TFAP4	10	0
TFR2	10	0
TFRC	10	1
TGFB1	10	1
TGFBRAP1	10	0
TIMELESS	10	0
TIPIN	10	1
TM2D3	10	0
TM9SF1	10	0
TM9SF2	10	0
TMEFF1	10	0
TMEM11	10	0
TMEM131	10	0
TMEM159	10	0
TMEM164	10	0
TMEM173	10	0
TMEM219	10	0
TMEM223	10	0
TMEM246	10	0
TMEM268	10	0
TMEM59L	10	0
TMEM62	10	0
TMPPE	10	0
TMX2	10	0
TNF	10	1
TNFRSF14	10	0
TNFSF13	10	0
TNS2	10	0
TOMM6	10	0
TOP1	10	0
TPH1	10	1
TPH2	10	1
TPST2	10	0
TRAF1	10	0
TRAM1L1	10	0
TRIM25	10	0
TRIP13	10	0
TRMT9B	10	1
TRPM4	10	0
TRPV6	10	0
TRY2P	10	0
TSC22D1	10	0
TSEN15	10	1
TSEN2	10	0
TSEN54	10	0
TSPAN3	10	0
TSPO	10	1
TSPOAP1	10	0
TTC17	10	0
TTL	10	0
TTYH3	10	0
TUSC3	10	0
TXNDC17	10	0
TXNRD2	10	1
UBAP2	10	1
UBD	10	0
UBE2D1	10	0
UBE2I	10	0
UBE2J1	10	0
UBQLN1	10	0
UBQLN4	10	0
UBR1	10	0
UBR2	10	0
UCP2	10	1
UGT1A6	10	0
UGT2B7	10	1
USP22	10	0
USP46	10	0
USP7	10	0
UTP3	10	0
UTRN	10	1
UTS2	10	1
VAC14	10	0
VANGL2	10	0
VAPA	10	0
VCP	10	0
VDAC1	10	0
VDAC2	10	0
VDAC3	10	0
VGLL4	10	1
WDR45B	10	0
WFS1	10	0
WLS	10	0
WNT4	10	0
WRB	10	0
WRNIP1	10	0
WWP2	10	1
XKR8	10	0
XRCC5	10	0
XRCC6	10	0
YAP1	10	1
YTHDC1	10	0
ZDHHC17	10	0
ZDHHC3	10	0
ZFY	10	0
ZG16B	10	0
ZMIZ2	10	0
ZNF431	10	0
ZNF555	10	1
ZNF664	10	0
ZNF788P	10	0
ZSCAN20	10	1
ZSCAN25	10	1
ANGPTL1	11	0
BCR	11	0
BTK	11	0
CBL	11	0
CD28	11	0
CSF2RB	11	0
CSK	11	1
DOK1	11	0
DOK4	11	0
EPOR	11	0
ERBB4	11	0
FASLG	11	0
FGFR1	11	0
FGFR2	11	0
FLT1	11	0
FRS2	11	0
GAB1	11	0
GRB10	11	0
IL34	11	0
ILKAP	11	0
INSR	11	1
IRS1	11	0
JAK2	11	0
KDR	11	1
KIT	11	1
LCK	11	0
MET	11	0
NRTN	11	0
NTRK2	11	0
PDGFRB	11	0
PECAM1	11	0
PIK3CA	11	0
PIK3R2	11	0
PLXNB3	11	0
PRKCQ	11	0
PTK2	11	0
PTK2B	11	0
PTPN12	11	0
PTPN6	11	1
PTPRB	11	0
PTPRC	11	0
PTPRJ	11	1
PTPRR	11	0
PXN	11	0
RASA1	11	0
RET	11	1
STAT5A	11	0
STAT5B	11	0
SYK	11	0
TEC	11	0
TXK	11	0
VAV1	11	0
VAV2	11	0
YES1	11	0
ZAP70	11	0
AOC1	12	1
CCR7	12	1
CD22	12	0
CD244	12	0
CD247	12	1
CD37	12	0
CD38	12	1
CD3E	12	0
CD5	12	0
CD80	12	0
CISH	12	0
CSF2	12	1
CSF2RA	12	0
DAB1	12	1
DDR1	12	0
DNM2	12	0
ERAS	12	0
GFRA1	12	0
GRB2	12	0
GRB7	12	0
IL2	12	0
IL2RG	12	0
IL6ST	12	1
ITSN1	12	0
JAK1	12	0
JAK3	12	0
LEPR	12	1
LIF	12	0
LIFR	12	0
LRRK1	12	0
OSMR	12	0
PIK3CD	12	0
PIK3CG	12	1
PRLR	12	1
PTPN11	12	0
SEC14L2	12	0
SH3KBP1	12	0
SKOR1	12	0
SOCS3	12	0
TNS1	12	0
TRAT1	12	0
ABCB1	13	1
ACE	13	1
ADAM17	13	0
ADM	13	1
AGT	13	0
ALDOB	13	0
ANGPTL4	13	0
ANKS1B	13	0
APCS	13	0
ARHGEF7	13	0
ATP2A2	13	0
B2M	13	1
BDNF	13	1
BGN	13	0
BMPR1A	13	0
CACNA1D	13	0
CAV1	13	0
CAV2	13	0
CCK	13	0
CCKAR	13	0
CCKBR	13	1
CCL5	13	0
CCN2	13	0
CCR5	13	1
CD4	13	1
CD44	13	0
CD48	13	0
CD53	13	0
CD9	13	0
CDH2	13	0
CHAT	13	0
CLIC1	13	0
CMA1	13	0
CNTF	13	0
COL11A1	13	1
COL5A2	13	0
CPE	13	0
CRH	13	0
CX3CL1	13	0
CX3CR1	13	1
CXCL13	13	0
CXCR4	13	0
CYTH2	13	0
DAB2	13	0
DAG1	13	0
DGKZ	13	0
DHRS3	13	0
DIP2A	13	0
DLG1	13	0
DLGAP1	13	0
DLGAP2	13	0
DLGAP4	13	0
DNAJC30	13	0
DNM1	13	0
DRP2	13	0
DUSP14	13	0
EFNB2	13	1
EGFR	13	0
EPHA4	13	0
EPHB2	13	0
ERBB2	13	0
ERBB3	13	0
EREG	13	1
ERICH6B	13	0
EXTL3	13	0
FAM118B	13	0
FBP1	13	0
FBXO38	13	0
FCGR3A	13	0
FGF10	13	1
FGF18	13	1
FGF2	13	0
FGF3	13	1
FLT4	13	0
FYN	13	1
GABBR1	13	1
GABBR2	13	1
GIT1	13	0
GLIS3	13	1
GRASP	13	0
GRIN2B	13	1
GRM2	13	1
GRM5	13	1
GSN	13	0
HCN2	13	1
HCN4	13	0
HSPG2	13	0
IFNG	13	1
IFNGR1	13	1
IFNGR2	13	0
IL10RA	13	0
IL10RB	13	1
IL11	13	1
IL11RA	13	0
IL12A	13	0
IL12RB2	13	0
IL13	13	1
IL13RA1	13	0
IL19	13	1
IL20RA	13	0
IL22	13	0
IL22RA1	13	0
IL23R	13	0
IL4	13	1
IL4R	13	0
IL6	13	1
IL6R	13	0
ITGA5	13	0
ITGAV	13	0
ITGB1	13	0
ITGB2	13	0
ITGB3	13	0
ITGB4	13	0
ITGB5	13	1
ITGB7	13	0
JAKMIP1	13	0
KCNK18	13	1
KITLG	13	0
KLRC1	13	0
LAPTM4B	13	0
LEPROT	13	0
LGALS1	13	1
LIPG	13	0
LNX2	13	0
LTBP3	13	0
LYN	13	1
MAGI2	13	0
MMP7	13	0
NCAN	13	0
NDFIP1	13	0
NGF	13	1
NLGN3	13	0
NMT1	13	1
NRG1	13	1
NRP1	13	1
NTF4	13	1
OSM	13	1
P2RY2	13	1
PAG1	13	0
PAX2	13	0
PIK3CB	13	0
PIK3R1	13	0
PLCE1	13	1
PLCG1	13	0
PLD2	13	0
POMZP3	13	0
PON2	13	0
PPP1R9B	13	1
PRKCB	13	1
PRKCD	13	1
PRKCE	13	1
PRL	13	1
PRNP	13	1
PTPN1	13	0
PTPN18	13	0
PTPRA	13	0
PTPRF	13	0
PTPRG	13	0
PTPRK	13	0
PTPRZ1	13	1
RACK1	13	0
RALGPS1	13	1
RAP1GAP	13	0
RASD2	13	1
RASGRP3	13	0
RCN3	13	0
ROR1	13	0
SDC1	13	0
SDC2	13	0
SDC3	13	0
SELL	13	0
SEMA3A	13	0
SH3GL2	13	0
SHC1	13	1
SNX8	13	1
SORT1	13	0
SPRY2	13	0
SRC	13	0
SST	13	0
SSTR4	13	1
STAT1	13	0
STAT3	13	0
STAT4	13	0
STAT6	13	1
SUV39H2	13	1
SYN1	13	0
SYN3	13	1
TCP11	13	1
TGFA	13	1
TGFB1I1	13	0
TGFB2	13	1
TGFBR2	13	0
TGFBR3	13	0
TMEM101	13	0
TMEM185A	13	0
TMEM38A	13	0
TMX4	13	0
TNC	13	1
TNR	13	0
TNS3	13	0
TRPM6	13	1
TRPV4	13	1
TYK2	13	0
VEGFA	13	0
ARID4A	14	1
BCL6	14	0
CREBBP	14	0
CTBP1	14	0
CTBP2	14	0
DLEU2	14	0
EP300	14	0
FAM72A	14	0
FOXN1	14	1
HDAC1	14	0
HDAC3	14	0
HIC1	14	1
HOXB8	14	1
IRF2BP2	14	0
LEF1	14	0
MAML1	14	0
MAML2	14	1
MAML3	14	1
MECOM	14	0
MED1	14	0
MEIS1	14	0
MN1	14	1
MPPED2	14	1
NOTCH4	14	0
NR0B1	14	0
NR1H2	14	1
NR2F1	14	0
NR2F6	14	1
NR3C1	14	1
PAX5	14	1
PBX1	14	0
RARG	14	0
RBPJ	14	0
RORA	14	1
RUNX1	14	1
RXRB	14	0
RXRG	14	0
SAP30	14	0
SERTAD1	14	0
SIN3A	14	0
SIRT1	14	0
SKIL	14	0
SMARCA4	14	0
TSKU	14	1
ZBTB16	14	0
ZEB2	14	1
ZXDC	14	0
CEBPA	15	0
CEBPB	15	0
CREB1	15	0
DNMT3L	15	0
EGR1	15	1
ETS1	15	0
HDAC9	15	1
HMGB1	15	0
HNF4A	15	0
HR	15	0
HSF1	15	0
MEF2B	15	0
MEF2C	15	0
MEF2D	15	1
MYOD1	15	0
NCOA1	15	0
NCOA2	15	0
NCOA3	15	0
NCOA6	15	0
NCOR1	15	0
NCOR2	15	1
NFE2L2	15	1
NR4A1	15	0
NRIP1	15	1
PGR	15	1
PIAS2	15	0
POU2F1	15	0
PPARA	15	1
PPARG	15	0
PPARGC1A	15	0
RARA	15	0
RUNX2	15	1
RXRA	15	0
SRF	15	0
VDR	15	1
YY1	15	1
ADH1C	16	0
ATF2	16	0
ATF4	16	0
ATF5	16	0
ATF7	16	0
DDIT3	16	0
FHL2	16	0
FOS	16	0
FOSB	16	1
FOSL2	16	0
HAND1	16	0
IFRD1	16	1
JDP2	16	0
JUNB	16	0
JUND	16	0
MEF2A	16	0
MYOG	16	0
PDX1	16	0
SRA1	16	0
TAOK3	16	1
TEAD1	16	1
TFCP2	16	0
VGLL1	16	0
VGLL2	16	0
ZMIZ1	16	0
AMFR	17	0
AQP4	17	1
CA10	17	1
CLIC2	17	0
CLIC4	17	0
CLIC6	17	0
CNR2	17	1
CSHL1	17	0
CST9	17	0
DERL1	17	0
DNAJA1	17	0
ECPAS	17	0
ENPP1	17	1
EPB41L1	17	0
FBXO25	17	0
GRK2	17	0
GRK5	17	1
HDAC5	17	0
HILPDA	17	0
HLA-C	17	0
HOMER3	17	0
IQCB1	17	0
L3MBTL4	17	0
MPZ	17	0
NME2	17	0
NOS2	17	1
PDGFC	17	1
PRKN	17	1
PSMC3	17	0
PSMD2	17	0
PSMG1	17	0
PTCH1	17	0
PTGDR2	17	0
RHBDF1	17	0
SGTA	17	0
SHARPIN	17	0
SLC12A1	17	0
SYVN1	17	0
TNIK	17	0
TYR	17	0
USP4	17	0
ADH1B	18	1
BIRC2	18	0
BIRC3	18	0
CARD16	18	1
CARD17	18	0
CARD18	18	0
CASP1	18	1
CASP3	18	0
CASP4	18	0
CASP6	18	1
CASP7	18	0
CASP8	18	0
CD14	18	1
CD40	18	1
CHUK	18	0
CLEC4M	18	0
CLEC7A	18	0
EEF1A2	18	0
FADD	18	0
FAF1	18	1
FKBP5	18	1
GABRB1	18	1
HTRA2	18	0
IKBKB	18	0
IKBKG	18	0
IL18R1	18	0
IL1A	18	1
IL1B	18	1
IL1F10	18	0
IL1R1	18	1
IL1RAP	18	1
IL1RL1	18	1
IL1RN	18	1
IL37	18	1
IRAK1	18	0
IRAK2	18	0
IRAK3	18	0
IRAK4	18	0
LY96	18	0
MAP3K7	18	0
MAP3K8	18	1
MAPK8IP3	18	0
MARCH8	18	0
MYD88	18	1
NEUROD4	18	0
NOD1	18	0
NOX4	18	1
PELI1	18	0
PTGES3	18	0
RBCK1	18	0
RIPK1	18	0
RIPK2	18	0
RNF216	18	0
SIGIRR	18	0
SIGLEC11	18	0
SIGLEC5	18	0
SIGLEC6	18	0
SIGLEC7	18	0
SIGLEC9	18	0
STK11IP	18	0
TAB1	18	0
TAB2	18	0
TAX1BP1	18	0
TBK1	18	0
TIRAP	18	0
TLR1	18	0
TLR10	18	0
TLR2	18	1
TLR3	18	1
TLR4	18	1
TLR5	18	1
TLR6	18	0
TLR8	18	0
TLR9	18	1
TMED1	18	0
TMED7-TICAM2	18	0
TMEM14A	18	0
TNFRSF1A	18	1
TNFRSF1B	18	1
TNFRSF25	18	0
TOLLIP	18	0
TRAF3	18	0
TRAF3IP2	18	0
TRAF6	18	0
TRIL	18	0
TRIM69	18	0
TRPC4AP	18	0
TUBA3D	18	0
TUBB4A	18	0
USP2	18	0
ACTN1	19	0
ACTN4	19	0
AKT1	19	0
AKT2	19	0
AKT3	19	0
ALOX12	19	1
ANXA2	19	0
ARNT	19	0
BRAF	19	0
CCND2	19	0
DNAJA3	19	1
EPHA2	19	0
FGFR4	19	0
GFAP	19	1
GJA1	19	1
GRM1	19	0
H1F0	19	1
HRAS	19	0
KRT18	19	0
MAP2	19	0
MAP2K1	19	1
MAP2K3	19	1
MYH10	19	0
NF1	19	1
NRAS	19	0
PAK1	19	0
PRKCZ	19	0
RAF1	19	0
RANBP9	19	0
SPTBN1	19	0
TCL1A	19	1
TGM2	19	0
TNFRSF11B	19	1
TUBA1B	19	0
AATK	20	0
AGER	20	1
DCC	20	1
DUSP10	20	0
ELK1	20	0
ID2	20	0
KRT8	20	0
MAP2K2	20	0
MAP2K4	20	0
MAP2K6	20	1
MAPK1	20	1
MAPK10	20	1
MAPK3	20	1
MAPK8	20	1
MAPK9	20	1
MAPKAPK2	20	0
MBP	20	0
MYLK2	20	0
NGFR	20	1
NTRK3	20	0
PLA2G4A	20	0
PLCB2	20	0
PTGDS	20	1
RPS6KA2	20	0
RPS6KA3	20	0
S100A1	20	0
S100A12	20	0
S100B	20	1
S100P	20	0
SORCS2	20	0
STAB2	20	0
TAOK2	20	0
TH	20	1
TNFSF11	20	0
ACVR1	21	0
ANXA1	21	1
APP	21	0
ATG16L1	21	0
BCL2L11	21	0
BHLHE41	21	0
BMPR1B	21	0
BTRC	21	0
C12orf65	21	1
C1QTNF3	21	0
C2orf40	21	1
C6orf106	21	1
CACYBP	21	0
CARD8	21	0
CARF	21	1
CDKN1B	21	0
CLOCK	21	1
CLU	21	0
COMMD1	21	0
COPS2	21	0
CSNK1D	21	0
CST5	21	0
CUL1	21	0
DAZAP2	21	0
DEC1	21	0
DNAJC12	21	0
DUSP4	21	0
DUSP6	21	1
FBXO22	21	0
FBXW11	21	0
GRK4	21	0
GSK3B	21	0
GZMA	21	0
IER3	21	0
IL33	21	0
INTS12	21	0
IRF2	21	0
IRF8	21	1
JUN	21	0
KPNA1	21	0
MAPK12	21	0
MAPK14	21	1
MAPK8IP2	21	0
MAPT	21	1
MTDH	21	1
NEFM	21	1
NFKB1	21	1
NFKBIA	21	1
NOX1	21	1
NR2C2	21	1
PER2	21	1
PER3	21	0
PKM	21	0
PKN1	21	0
PLP1	21	1
PPIA	21	0
PPP1R14C	21	0
PPP2CA	21	0
PPP2R1A	21	0
PPP2R3B	21	0
PRDX1	21	0
PTGIS	21	0
PTGS1	21	1
PTGS2	21	1
RBX1	21	0
RELA	21	0
RHOA	21	0
SET	21	0
SH3BP5	21	0
SIAH2	21	0
SKP2	21	0
SMAD1	21	0
SMAD6	21	0
SMAD7	21	0
SMURF2	21	0
SPON1	21	1
TFF2	21	0
TGFBR1	21	0
TNIP1	21	0
TNIP2	21	0
TP53	21	0
TRAF2	21	0
TRAP1	21	0
TRIB2	21	0
TRPV5	21	0
UBA52	21	0
UBE2G1	21	0
UBE2L3	21	0
UBR5	21	0
UCHL1	21	1
ULK1	21	0
USP10	21	0
VEPH1	21	1
WNT1	21	0
WNT2	21	0
WWP1	21	0
