fromnodeid	tonodeid
NUDT21	VCL
NUDT21	U2SURP
NUDT21	VHL
NUDT21	RNPS1
NUDT21	TRAF6
NUDT21	SFPQ
NUDT21	CD2BP2
NUDT21	ZNF655
NUDT21	PSMF1
NUDT21	WWP2
NUDT21	TRIR
NUDT21	PTBP1
NUDT21	CAPRIN1
NUDT21	F13A1
NUDT21	CPSF3
NUDT21	MRE11
NUDT21	THOC6
NUDT21	CLP1
NUDT21	PAXBP1
NUDT21	SNRNP27
NUDT21	SF3B2
NUDT21	ITCH
NUDT21	MAP3K7
NUDT21	ATXN1
NUDT21	ZBTB48
NUDT21	SEM1
NUDT21	TRIM27
NUDT21	IKZF1
NUDT21	CPSF7
NUDT21	SNRPB2
NUDT21	ACIN1
NUDT21	CDC40
NUDT21	RBM17
NUDT21	IKBKE
NUDT21	CWC15
NUDT21	SLU7
NUDT21	DDX46
NUDT21	SNRPC
NUDT21	LSM4
NUDT21	HLA-C
NUDT21	SMNDC1
NUDT21	SRSF6
NUDT21	PPIL2
NUDT21	THOC5
NUDT21	SF3B4
NUDT21	TEPSIN
NUDT21	PSPC1
PAXBP1	ZNF207
PAXBP1	U2SURP
PAXBP1	RNPS1
PAXBP1	CD2BP2
PAXBP1	TRIR
PAXBP1	THOC6
PAXBP1	SMAD2
PAXBP1	SNRPB2
PAXBP1	SNRNP27
PAXBP1	PPIL2
PAXBP1	LSM4
PAXBP1	DDX46
PAXBP1	SMNDC1
PAXBP1	CDC40
PAXBP1	ACIN1
PAXBP1	SRSF6
PAXBP1	SNRPC
PAXBP1	SF3B4
PAXBP1	THOC5
PAXBP1	RBM17
PAXBP1	SLU7
PAXBP1	CWC15
PAXBP1	SF3B2
THOC5	ZNF207
THOC5	U2SURP
THOC5	RNPS1
THOC5	CD2BP2
THOC5	TRIR
THOC5	THOC6
THOC5	SNRNP27
THOC5	SF3B2
THOC5	CDC40
THOC5	PPIL2
THOC5	SLU7
THOC5	CSF1R
THOC5	SNRPB2
THOC5	ACIN1
THOC5	RBM17
THOC5	CWC15
THOC5	DDX46
THOC5	SMNDC1
THOC5	SNRPC
THOC5	SF3B4
THOC5	LSM4
THOC5	SRSF6
THOC6	ZNF207
THOC6	U2SURP
THOC6	RNPS1
THOC6	CD2BP2
THOC6	TRIR
THOC6	SNRPB2
THOC6	SNRPC
THOC6	SMNDC1
THOC6	CWC15
THOC6	RBM17
THOC6	DDX46
THOC6	ACIN1
THOC6	SRSF6
THOC6	PPIL2
THOC6	SNRNP27
THOC6	LSM4
THOC6	SLU7
THOC6	SF3B4
THOC6	SF3B2
THOC6	CDC40
SF3B2	HNRNPA3
SF3B2	HNRNPC
SF3B2	PHB2
SF3B2	ZNF207
SF3B2	SLC25A5
SF3B2	HNRNPA1
SF3B2	YBX1
SF3B2	HNRNPF
SF3B2	COPA
SF3B2	RPS9
SF3B2	DYNC1H1
SF3B2	ARRB2
SF3B2	HNRNPH2
SF3B2	RPL38
SF3B2	RNPC3
SF3B2	U2SURP
SF3B2	HNRNPK
SF3B2	RNPS1
SF3B2	SFPQ
SF3B2	CD2BP2
SF3B2	RNF149
SF3B2	SYNCRIP
SF3B2	TRIR
SF3B2	SF3B5
SF3B2	RPS7
SF3B2	ZMAT5
SF3B2	HNRNPU
SF3B2	RPL4
SF3B2	HNRNPR
SF3B2	SNRPD3
SF3B2	LYAR
SF3B2	NRG1
SF3B2	RPL26
SF3B2	SNRNP27
SF3B2	RPL28
SF3B2	YWHAG
SF3B2	SMAD2
SF3B2	ARRB1
SF3B2	PPP1CA
SF3B2	HNRNPA2B1
SF3B2	HNRNPM
SF3B2	CDC42
SF3B2	ATP5F1C
SF3B2	RPL7
SF3B2	RC3H1
SF3B2	MRPS5
SF3B2	RALY
SF3B2	RPL6
SF3B2	SF3B4
SF3B2	SLU7
SF3B2	IMMT
SF3B2	SNRPB2
SF3B2	FRG1
SF3B2	ACIN1
SF3B2	CDC40
SF3B2	SLC25A3
SF3B2	RBM17
SF3B2	LSM4
SF3B2	DDX46
SF3B2	CWC15
SF3B2	RPL23
SF3B2	PPIL2
SF3B2	SNRPC
SF3B2	SRSF6
SF3B2	ZRSR2
SF3B2	SMNDC1
TRIR	ZNF207
TRIR	U2SURP
TRIR	RNPS1
TRIR	CD2BP2
TRIR	SNRPB2
TRIR	SNRNP27
TRIR	ACIN1
TRIR	CDC40
TRIR	RBM17
TRIR	CWC15
TRIR	SLU7
TRIR	DDX46
TRIR	PPIL2
TRIR	LSM4
TRIR	SRSF6
TRIR	SF3B4
TRIR	SMNDC1
TRIR	SNRPC
RNPS1	ZNF207
RNPS1	SFSWAP
RNPS1	PSTPIP1
RNPS1	U2SURP
RNPS1	PSME3
RNPS1	CSNK2A1
RNPS1	USP7
RNPS1	YWHAG
RNPS1	CSNK2B
RNPS1	YWHAZ
RNPS1	USP4
RNPS1	GID8
RNPS1	YWHAB
RNPS1	AP2A1
RNPS1	BCLAF1
RNPS1	PICK1
RNPS1	NKAPD1
RNPS1	SRSF3
RNPS1	NXF1
RNPS1	SREK1
RNPS1	ZFP91
RNPS1	SRPK2
RNPS1	TRIM41
RNPS1	SRSF6
RNPS1	CPSF2
RNPS1	ACIN1
RNPS1	SNRPB2
RNPS1	SNRNP27
RNPS1	CDC40
RNPS1	RBM17
RNPS1	CWC15
RNPS1	SLU7
RNPS1	DDX46
RNPS1	ZBTB14
RNPS1	SF3B4
RNPS1	SMNDC1
RNPS1	PPIL2
RNPS1	FGD2
RNPS1	ZC3H18
RNPS1	LSM4
RNPS1	WDR26
RNPS1	CD2BP2
RNPS1	SNRPC
RNPS1	STX11
RNPS1	ZNF394
SNRPC	SEC23B
SNRPC	ZNF207
SNRPC	HNRNPDL
SNRPC	U2SURP
SNRPC	CD2BP2
SNRPC	WWP2
SNRPC	FLI1
SNRPC	SNRNP27
SNRPC	GIGYF1
SNRPC	CDC40
SNRPC	PPIL2
SNRPC	SLU7
SNRPC	ARHGAP9
SNRPC	EWSR1
SNRPC	DDX46
SNRPC	FHL3
SNRPC	SMNDC1
SNRPC	TENT5A
SNRPC	CWC15
SNRPC	DAZAP2
SNRPC	ACIN1
SNRPC	SF3B4
SNRPC	RUNX1
SNRPC	FAM168A
SNRPC	BAG4
SNRPC	SNRPB2
SNRPC	RBM17
SNRPC	SRSF6
SNRPC	LSM4
TXNL4A	HNRNPF
TXNL4A	CD2BP2
CD2BP2	ZNF207
CD2BP2	TRAPPC6A
CD2BP2	SYNJ1
CD2BP2	U2SURP
CD2BP2	SFPQ
CD2BP2	EWSR1
CD2BP2	KHDRBS1
CD2BP2	PPP1CA
CD2BP2	PPP1CC
CD2BP2	EAPP
CD2BP2	USP19
CD2BP2	SNRPB2
CD2BP2	SNRNP27
CD2BP2	ACIN1
CD2BP2	CDC40
CD2BP2	RBM17
CD2BP2	CWC15
CD2BP2	SLU7
CD2BP2	DDX46
CD2BP2	SF3B4
CD2BP2	SMNDC1
CD2BP2	PPIL2
CD2BP2	SRSF6
CD2BP2	LSM4
CD2BP2	P4HB
CD2BP2	PSMF1
CD2BP2	IBTK
CD2BP2	AKNA
CD2BP2	CREBRF
LSM4	USP15
LSM4	ZNF207
LSM4	PSTPIP1
LSM4	L3MBTL3
LSM4	LSM8
LSM4	U2SURP
LSM4	NMI
LSM4	SNRNP27
LSM4	USP4
LSM4	CDC40
LSM4	PPIL2
LSM4	SLU7
LSM4	LSM6
LSM4	TRIM27
LSM4	DDX46
LSM4	SMNDC1
LSM4	IKZF1
LSM4	CWC15
LSM4	ACIN1
LSM4	SF3B4
LSM4	GAS7
LSM4	SRSF6
LSM4	RBM17
LSM4	CALCOCO2
LSM4	SNRPB2
LSM8	USP15
LSM8	UBE2E3
LSM8	USP4
LSM8	ITSN2
LSM8	LSM6
LSM8	NAGK
LSM8	PGD
LSM8	TALDO1
LSM8	FERMT3
LSM8	MTHFR
LSM8	MINDY1
LSM8	RSL24D1
SF3B4	ZNF207
SF3B4	YBX1
SF3B4	FKBP1A
SF3B4	HNRNPUL1
SF3B4	DYNC1H1
SF3B4	RNPC3
SF3B4	U2SURP
SF3B4	SFPQ
SF3B4	SF3B5
SF3B4	ZMAT5
SF3B4	SEC24D
SF3B4	SNRPD3
SF3B4	NUB1
SF3B4	FYN
SF3B4	NRG1
SF3B4	SNRNP27
SF3B4	CDC40
SF3B4	PPIL2
SF3B4	SLU7
SF3B4	EWSR1
SF3B4	DDX46
SF3B4	SMNDC1
SF3B4	CWC15
SF3B4	ACIN1
SF3B4	GRB2
SF3B4	PPP1CA
SF3B4	LARP7
SF3B4	SNRPB2
SF3B4	RBM17
SF3B4	SRSF6
SF3B4	ZRSR2
SLU7	HNRNPA3
SLU7	HNRNPC
SLU7	ZNF207
SLU7	HNRNPA1
SLU7	HNRNPF
SLU7	U2SURP
SLU7	HNRNPK
SLU7	SYNCRIP
SLU7	HNRNPU
SLU7	HNRNPR
SLU7	SNRPD3
SLU7	SNRNP27
SLU7	CDC40
SLU7	PPIL2
SLU7	HNRNPM
SLU7	HNRNPA2B1
SLU7	IKBKG
SLU7	FHL3
SLU7	DEF6
SLU7	RALY
SLU7	AIMP2
SLU7	SNRPB2
SLU7	FRG1
SLU7	ACIN1
SLU7	RBM17
SLU7	CWC15
SLU7	DDX46
SLU7	SMNDC1
SLU7	SRSF6
SLU7	TEPSIN
RBM17	ZNF207
RBM17	CCDC170
RBM17	U2SURP
RBM17	PPP1R12C
RBM17	SF3B5
RBM17	SNRPD3
RBM17	NRG1
RBM17	SNRNP27
RBM17	CDC40
RBM17	PPIL2
RBM17	DDX46
RBM17	SMNDC1
RBM17	CWC15
RBM17	ACIN1
RBM17	SRSF6
RBM17	SAT1
RBM17	SNRPB2
CWC15	HNRNPA3
CWC15	HNRNPC
CWC15	ZNF207
CWC15	HNRNPA1
CWC15	HNRNPF
CWC15	DYNC1H1
CWC15	U2SURP
CWC15	HNRNPK
CWC15	PRNP
CWC15	SFPQ
CWC15	SYNCRIP
CWC15	HNRNPU
CWC15	HNRNPR
CWC15	SNRPD3
CWC15	SNRNP27
CWC15	CDC40
CWC15	PPIL2
CWC15	HNRNPM
CWC15	DDX46
CWC15	SMNDC1
CWC15	PPP1CA
CWC15	HNRNPA2B1
CWC15	RALY
CWC15	SNRPB2
CWC15	FRG1
CWC15	ACIN1
CWC15	SRSF6
ACIN1	ZNF207
ACIN1	AKT1
ACIN1	U2SURP
ACIN1	YWHAB
ACIN1	PAFAH1B2
ACIN1	SRPK2
ACIN1	SNRNP27
ACIN1	CDC40
ACIN1	PPIL2
ACIN1	DDX46
ACIN1	SMNDC1
ACIN1	YWHAG
ACIN1	SNRPB2
ACIN1	SRSF6
U2SURP	ZNF207
U2SURP	SNRPD3
U2SURP	RBM5
U2SURP	SNRPB2
U2SURP	SNRNP27
U2SURP	SF3B5
U2SURP	CDC40
U2SURP	DDX46
U2SURP	SMNDC1
U2SURP	PPIL2
U2SURP	SRSF6
SRSF6	ZNF207
SRSF6	SRPK2
SRSF6	SNRNP27
SRSF6	CDC40
SRSF6	PPIL2
SRSF6	DDX46
SRSF6	SMNDC1
SRSF6	CNBP
SRSF6	YWHAG
SRSF6	LARP7
SRSF6	SRSF3
SRSF6	SNRPB2
DDX46	ZNF207
DDX46	SF3B5
DDX46	SNRPD3
DDX46	SRPK2
DDX46	SNRNP27
DDX46	CDC40
DDX46	PPIL2
DDX46	SNRPB2
DDX46	SMNDC1
SNRNP27	ZNF207
SNRNP27	SRPK2
SNRNP27	OTUB1
SNRNP27	SNRPB2
SNRNP27	SMNDC1
SNRNP27	CDC40
SNRNP27	PPIL2
SMNDC1	ZNF207
SMNDC1	SF3B5
SMNDC1	SNRPD3
SMNDC1	NRG1
SMNDC1	CDC40
SMNDC1	PPIL2
SMNDC1	EWSR1
SMNDC1	FDFT1
SMNDC1	PREX1
SMNDC1	SNRPB2
SNRPB2	HNRNPA3
SNRPB2	HNRNPC
SNRPB2	ZNF207
SNRPB2	CMTM6
SNRPB2	HNRNPA1
SNRPB2	HNRNPF
SNRPB2	HNRNPK
SNRPB2	PICK1
SNRPB2	ZBTB14
SNRPB2	SYNCRIP
SNRPB2	SF3B5
SNRPB2	HNRNPU
SNRPB2	HNRNPR
SNRPB2	HLA-B
SNRPB2	SNRPD3
SNRPB2	ATG12
SNRPB2	NRG1
SNRPB2	CDC40
SNRPB2	PPIL2
SNRPB2	HNRNPM
SNRPB2	TRIM27
SNRPB2	RALY
SNRPB2	LARP7
SNRPB2	IKBKE
SNRPB2	FRG1
SNRPB2	HNRNPA2B1
SNRPB2	CDC42
CDC40	HNRNPA3
CDC40	HNRNPC
CDC40	ZNF207
CDC40	HNRNPA1
CDC40	HNRNPF
CDC40	HNRNPK
CDC40	SYNCRIP
CDC40	HNRNPU
CDC40	HNRNPR
CDC40	SNRPD3
CDC40	SMAD2
CDC40	HNRNPA2B1
CDC40	HNRNPM
CDC40	RALY
CDC40	FRG1
CDC40	PPIL2
ZNF207	USP7
ZNF207	PPIL2
NCOA3	CREBBP
NCOA3	SUMO1
NCOA3	NCOR1
NCOA3	YWHAH
NCOA3	IKBKG
NCOA3	PSME3
NCOA3	MAPK1
NCOA3	PSMB9
NCOA3	SMAD2
NCOA3	SUFU
NCOA3	MAPK14
NCOA3	CHUK
NCOA3	IKBKB
NCOA3	NCOR2
NCOA3	RARA
NCOA3	RXRA
NCOA3	EP300
NCOA3	NCOA1
NCOA3	SMARCA4
NCOA3	ESRRA
NCOA3	NCOA2
NCOA3	TRIM21
NCOA3	VDR
NCOA3	FOS
NCOA3	KAT2B
NCOA3	PRKACA
NCOA3	BCL3
NCOA3	SMARCC2
NCOA3	CSNK1D
NCOA3	TRIM33
NCOA3	SRA1
HNRNPA1	YWHAZ
HNRNPA1	AKT1
HNRNPA1	TP53
HNRNPA1	RPS13
HNRNPA1	RPL26
HNRNPA1	RPS7
HNRNPA1	RPS11
HNRNPA1	RPL23
HNRNPA1	RPL6
HNRNPA1	RPL7
HNRNPA1	RPL27
HNRNPA1	PLOD1
HNRNPA1	SRP14
HNRNPA1	HNRNPA3
HNRNPA1	ACTB
HNRNPA1	EIF3M
HNRNPA1	HNRNPC
HNRNPA1	PHB2
HNRNPA1	SLC25A5
HNRNPA1	PPIA
HNRNPA1	ZFR
HNRNPA1	MYL6
HNRNPA1	ARRB2
HNRNPA1	MDM2
HNRNPA1	CSNK2A1
HNRNPA1	CTNNB1
HNRNPA1	EIF3K
HNRNPA1	GAPDH
HNRNPA1	HNRNPF
HNRNPA1	RPS9
HNRNPA1	APC
HNRNPA1	HNRNPU
HNRNPA1	NAP1L1
HNRNPA1	RPS6KB2
HNRNPA1	EWSR1
HNRNPA1	ARRB1
HNRNPA1	CHUK
HNRNPA1	GRB2
HNRNPA1	ANXA2
HNRNPA1	HNRNPK
HNRNPA1	RGS19
HNRNPA1	CCAR2
HNRNPA1	HNRNPA2B1
HNRNPA1	ENO1
HNRNPA1	YBX1
HNRNPA1	RACK1
HNRNPA1	HNRNPD
HNRNPA1	RPL28
HNRNPA1	KHSRP
HNRNPA1	VIM
HNRNPA1	RPLP2
HNRNPA1	AKAP8
HNRNPA1	HNRNPR
HNRNPA1	SYNCRIP
HNRNPA1	HNRNPUL2
HNRNPA1	LARP7
HNRNPA1	HNRNPM
HNRNPA1	PABPC4
HNRNPA1	HNRNPDL
HNRNPA1	XRN2
HNRNPA1	PTBP1
HNRNPA1	NONO
HNRNPA1	SFPQ
HNRNPA1	SUGP2
HNRNPA1	HNRNPH2
HNRNPA1	DDX28
HNRNPA1	ADAR
HNRNPA1	RBM3
HNRNPA1	PSMD9
HNRNPA1	FAM120A
HNRNPA1	DAP3
HNRNPA1	MRPS5
HNRNPA1	MRPL44
HNRNPA1	RALY
HNRNPA1	MRPL15
HNRNPA1	UBQLN2
HNRNPA1	RPL36A
HNRNPA1	RPL22
HNRNPA1	PRKACA
HNRNPA1	CD4
HNRNPA1	RPS24
HNRNPA1	FRG1
HNRNPA1	SCYL2
HNRNPA1	EIF3E
HNRNPA1	TUBB1
HNRNPA1	TUBA1A
HNRNPA1	ATP5F1A
HNRNPA1	RPL4
HNRNPA1	GNAI2
HNRNPA1	RPS10
HNRNPA1	TUFM
HNRNPA1	LYAR
HNRNPA1	SREK1
HNRNPA1	SUFU
HNRNPA1	MKNK1
HNRNPA1	SNRPD3
HNRNPA1	RIPK3
HNRNPA1	RPL39
HNRNPA1	ANXA6
HNRNPA1	ANXA1
HNRNPA1	VDAC3
HNRNPA1	RSL1D1
HNRNPA1	PABPN1
HNRNPUL1	PIAS2
HNRNPUL1	TP53
HNRNPUL1	CUL4B
HNRNPUL1	RPL23
HNRNPUL1	SLC25A5
HNRNPUL1	DICER1
HNRNPUL1	HNRNPF
HNRNPUL1	DNAJA2
HNRNPUL1	EWSR1
HNRNPUL1	WWP2
HNRNPUL1	BRD7
HNRNPUL1	PRMT2
HNRNPUL1	ATG12
HNRNPUL1	SLC25A3
HNRNPUL1	HNRNPU
HNRNPUL1	RPS9
HNRNPUL1	RPL38
HNRNPUL1	HNRNPM
HNRNPUL1	RALY
HNRNPUL1	LYAR
HNRNPUL1	SSR1
HNRNPUL1	CNBP
HNRNPUL1	TMEM33
HNRNPUL1	AGO1
HNRNPUL1	HNRNPDL
HNRNPUL1	NXF1
HNRNPDL	CUL4B
HNRNPDL	TRAF6
HNRNPDL	APC
HNRNPDL	HNRNPU
HNRNPDL	HNRNPM
HNRNPDL	HGS
HNRNPDL	EWSR1
HNRNPDL	HNRNPA2B1
HNRNPDL	RALY
NCOA1	CREBBP
NCOA1	SUMO1
NCOA1	NCOR1
NCOA1	TP53
NCOA1	TRIM27
NCOA1	YWHAH
NCOA1	MAPK3
NCOA1	MAPK1
NCOA1	PSMB9
NCOA1	RARA
NCOA1	RXRA
NCOA1	EP300
NCOA1	FOS
NCOA1	VDR
NCOA1	ARNT
NCOA1	BCL3
NCOA1	NCOA6
NCOA1	CIITA
NCOA1	STAT6
NCOA1	TRIP4
NCOA1	KAT2B
NCOA1	NCOA2
NCOA1	AHR
NCOA1	PAGR1
NCOA1	ESRRA
NCOA1	PRMT2
NCOA1	ACTN1
NCOA1	SMARCA4
NCOA1	TRIM21
NCOA1	SRA1
NCOA1	HIF1A
SUMO2	UBE2I
SUMO2	HDAC9
SUMO2	HDAC1
SUMO2	PIAS2
SUMO2	FOS
SUMO2	CHN2
SUMO2	CMTM6
SUMO2	HNRNPF
SUMO2	UIMC1
SUMO2	RBBP4
SUMO2	HNRNPK
SUMO2	SP100
SUMO2	EP300
SUMO2	PIAS4
SUMO2	PIAS1
SUMO2	SETDB1
SUMO2	DNM1L
SUMO2	VIM
SUMO2	BABAM2
SUMO2	RNF111
SUMO2	ZMYM2
SUMO2	USP25
SUMO2	BLM
SUMO2	ANXA1
SUMO2	MRE11
SUMO2	ZMYM4
SUMO2	AHNAK
SUMO2	RCOR3
SUMO2	PLAUR
SUMO2	BAZ1A
SUMO2	TIMP1
SUMO2	XRCC5
SUMO2	CSNK2B
SUMO2	ATF7IP
SUMO2	ENO1
SUMO2	TMPO
SUMO2	HDAC4
SUMO2	CUX1
SUMO2	ZMAT3
SUMO2	RCOR1
SUMO2	SMCHD1
SUMO2	TOP2B
SUMO2	RNF2
SUMO2	MAF1
SUMO2	MEF2A
SUMO2	HP1BP3
SUMO2	RPL4
HDAC3	CREBBP
HDAC3	HDAC9
HDAC3	NCOR1
HDAC3	HDAC1
HDAC3	PIAS2
HDAC3	USP15
HDAC3	PHB2
HDAC3	LCOR
HDAC3	NCOR2
HDAC3	CTBP1
HDAC3	HDAC10
HDAC3	BCL3
HDAC3	TBL1X
HDAC3	ATXN3
HDAC3	RB1
HDAC3	BRMS1
HDAC3	YY1
HDAC3	RBBP4
HDAC3	AKT1
HDAC3	SYK
HDAC3	VHL
HDAC3	MAPK14
HDAC3	EP300
HDAC3	SMARCA4
HDAC3	MEF2D
HDAC3	PPP4C
HDAC3	NRIP1
HDAC3	IL16
HDAC3	XPO1
HDAC3	HDAC4
HDAC3	HDAC5
HDAC3	CCT5
HDAC3	CBFA2T3
HDAC3	HIF1A
HDAC3	KAT2B
HDAC3	PRAM1
HDAC3	RUNX1
HDAC3	CEBPD
HDAC3	TMPO
HDAC3	CSNK2A1
HDAC3	NRDC
HDAC3	RREB1
HDAC3	BCL6
HDAC3	RXRA
HDAC3	SAP30
HDAC3	EWSR1
HDAC3	RARA
HDAC3	TNFRSF14
HDAC3	SMARCC2
HDAC3	KLF6
HDAC3	ZBTB7A
HDAC3	MOB1A
HDAC3	ARID4A
HDAC3	PCIF1
HDAC3	IKZF1
HDAC3	TRIM33
HDAC3	PPP4R1
WWP2	PCBP1
WWP2	PTEN
WWP2	SMAD2
WWP2	SLC25A5
WWP2	FAM214B
WWP2	RACK1
WWP2	SYNCRIP
WWP2	HNRNPF
WWP2	CFL1
WWP2	UBA52
WWP2	FAM168A
WWP2	EWSR1
WWP2	HNRNPK
WWP2	USP15
WWP2	VASP
WWP2	XRCC5
WWP2	USP7
WWP2	UBE2E3
WWP2	USP24
WWP2	DGCR2
WWP2	UBE2D1
WWP2	NDFIP1
WWP2	EIF4A1
WWP2	BABAM2
WWP2	PSMF1
WWP2	ARRDC3
WWP2	WIPF1
WWP2	UBE2L3
WWP2	ARRDC1
WWP2	UBE2D3
WWP2	EIF3A
WWP2	CPSF7
WWP2	POLR2M
WWP2	POLR2E
WWP2	CLCN5
WWP2	ANKRD44
WWP2	SEC24D
WWP2	IL6R
WWP2	MED25
WWP2	UBE2E2
HNRNPU	SYK
HNRNPU	YWHAZ
HNRNPU	TP53
HNRNPU	RPS13
HNRNPU	RPL26
HNRNPU	RPS7
HNRNPU	MCM5
HNRNPU	RPS11
HNRNPU	RPL23
HNRNPU	RPL6
HNRNPU	RPL7
HNRNPU	RPL27
HNRNPU	HNRNPH2
HNRNPU	RPN1
HNRNPU	ATP5F1C
HNRNPU	IKBKG
HNRNPU	TUBB1
HNRNPU	UBQLN2
HNRNPU	GRB2
HNRNPU	MDM2
HNRNPU	ARRB2
HNRNPU	SRP14
HNRNPU	RPS9
HNRNPU	HNRNPA3
HNRNPU	ACTB
HNRNPU	HNRNPC
HNRNPU	PHB2
HNRNPU	SLC25A5
HNRNPU	DICER1
HNRNPU	YBX1
HNRNPU	MRPS34
HNRNPU	HNRNPF
HNRNPU	TUBA1A
HNRNPU	TNFRSF1B
HNRNPU	COPA
HNRNPU	RPL38
HNRNPU	HNRNPK
HNRNPU	RNF149
HNRNPU	TANK
HNRNPU	SYNCRIP
HNRNPU	PTBP1
HNRNPU	EP300
HNRNPU	KAT2B
HNRNPU	RPLP2
HNRNPU	SND1
HNRNPU	RSL1D1
HNRNPU	RPS24
HNRNPU	MARCKS
HNRNPU	MTCH2
HNRNPU	HNRNPD
HNRNPU	GAS7
HNRNPU	RTRAF
HNRNPU	RPL22
HNRNPU	RC3H1
HNRNPU	LARP7
HNRNPU	IMMT
HNRNPU	RPL36A
HNRNPU	FRG1
HNRNPU	SLC25A3
HNRNPU	EWSR1
HNRNPU	IKBKB
HNRNPU	SNRPD3
HNRNPU	PCBP2
HNRNPU	SREK1
HNRNPU	RPL39
HNRNPU	RPL4
HNRNPU	MRPS5
HNRNPU	HNRNPM
HNRNPU	SCYL2
HNRNPU	TUFM
HNRNPU	RALY
HNRNPU	RPL28
HNRNPU	NAP1L1
HNRNPU	HNRNPR
HNRNPU	HNRNPA2B1
HNRNPU	LYAR
HNRNPU	ARRB1
HNRNPR	CUL4B
HNRNPR	RPL26
HNRNPR	EIF3L
HNRNPR	GRB2
HNRNPR	FYN
HNRNPR	ARRB2
HNRNPR	HNRNPM
HNRNPR	HNRNPC
HNRNPR	SYNCRIP
HNRNPR	TAB1
HNRNPR	HNRNPF
HNRNPR	HNRNPA3
HNRNPR	HNRNPK
HNRNPR	KHDRBS1
HNRNPR	HNRNPA2B1
HNRNPR	LARP7
HNRNPR	SNRPD3
HNRNPR	RC3H1
HNRNPR	FRG1
HNRNPR	RALY
HNRNPR	CNBP
NCOA2	CREBBP
NCOA2	SUMO1
NCOA2	MEF2C
NCOA2	TP53
NCOA2	YWHAH
NCOA2	IKBKG
NCOA2	MAPK3
NCOA2	MAPK1
NCOA2	PSMB9
NCOA2	CHUK
NCOA2	IKBKB
NCOA2	RARA
NCOA2	RXRA
NCOA2	EP300
NCOA2	FOS
NCOA2	VDR
NCOA2	ARNT
NCOA2	CTNNB1
NCOA2	HIF1A
NCOA2	AHR
NCOA2	TBK1
NCOA2	CCND3
NCOA2	KIF5B
NCOA2	PPFIA1
NCOA2	TAF9
NCOA2	TXNRD2
NCOA2	SRA1
NCOA2	TRIM21
CREBBP	EIF2B1
CREBBP	SPI1
CREBBP	FOS
CREBBP	VDR
CREBBP	CRTC2
CREBBP	CTBP1
CREBBP	BCL3
CREBBP	PRKCD
CREBBP	PRKCB
CREBBP	ATXN3
CREBBP	TRERF1
CREBBP	SERTAD2
CREBBP	MED23
CREBBP	NCOA6
CREBBP	UBE2D1
CREBBP	SERTAD3
CREBBP	EID1
CREBBP	RBBP4
CREBBP	KAT6A
CREBBP	AKT1
CREBBP	RBPJ
CREBBP	PCMT1
CREBBP	MBD2
CREBBP	CTNNB1
CREBBP	CREB1
CREBBP	AP1B1
CREBBP	STAT2
CREBBP	RBCK1
CREBBP	NCOR1
CREBBP	HIF1A
CREBBP	CITED2
CREBBP	STAT6
CREBBP	SMARCA4
CREBBP	HIPK2
CREBBP	SUMO1
CREBBP	NFE2
CREBBP	RPS6KA1
CREBBP	GAK
CREBBP	HTT
CREBBP	SP1
CREBBP	MAFG
CREBBP	NMI
CREBBP	CSK
CREBBP	TP53
CREBBP	APC
CREBBP	TRIP4
CREBBP	MAP3K5
CREBBP	MDM2
CREBBP	EP300
CREBBP	CUX1
CREBBP	CSNK2A1
CREBBP	EWSR1
CREBBP	PTMA
CREBBP	STAT1
CREBBP	KAT2B
CREBBP	KLF4
CREBBP	KHDRBS1
CREBBP	KLF13
CREBBP	ANAPC5
CREBBP	REL
CREBBP	HDAC1
CREBBP	ETS2
CREBBP	HMGA1
CREBBP	FOXO3
CREBBP	SMAD2
CREBBP	RARA
CREBBP	IRF5
CREBBP	MED25
CREBBP	CHUK
CREBBP	IKBKB
CREBBP	IKBKG
CREBBP	MTDH
CREBBP	UBE2I
CREBBP	MAPK3
CREBBP	MAPK1
CREBBP	TFDP1
CREBBP	XAF1
CREBBP	ZNF106
CREBBP	CCAR2
CREBBP	RXRA
CREBBP	YWHAH
CREBBP	PRKCE
CREBBP	GABPA
CREBBP	IRF7
CREBBP	BCL6
CREBBP	RPS6KA3
CREBBP	TRIM21
CREBBP	E2F3
CREBBP	CEBPB
CREBBP	JDP2
CREBBP	MKNK1
CREBBP	PIAS1
CREBBP	SMARCC2
CREBBP	STAT5B
CREBBP	RUNX1
CREBBP	NAP1L1
CREBBP	CEBPD
CREBBP	CEBPA
CREBBP	NONO
CREBBP	STAT5A
CREBBP	SND1
CREBBP	IFNAR2
CREBBP	ARID1A
CREBBP	TRIM33
HNRNPM	UBE2I
HNRNPM	YWHAG
HNRNPM	RFXANK
HNRNPM	TP53
HNRNPM	RPS13
HNRNPM	RPL26
HNRNPM	RPS7
HNRNPM	RPS11
HNRNPM	RPL23
HNRNPM	RPL6
HNRNPM	RPL7
HNRNPM	RPL27
HNRNPM	LMO2
HNRNPM	TUBB1
HNRNPM	IKBKE
HNRNPM	HLA-B
HNRNPM	MAP3K1
HNRNPM	APC
HNRNPM	ARRB2
HNRNPM	SRP14
HNRNPM	RPS9
HNRNPM	ARF6
HNRNPM	NAP1L1
HNRNPM	YBX1
HNRNPM	RPL28
HNRNPM	RPLP2
HNRNPM	HNRNPA3
HNRNPM	RAB5IF
